TL,20_20240505,10:17:00,10:17:00,6
KU_0,20_20240505,10:20:00,10:20:00,7
VIN_0,20_20240505,10:23:00,10:23:00,8
ITA,20_20240505,10:24:00,10:24:00,9
LTS_0,20_20240505,10:26:00,10:26:00,10
PRL,20_20240505,10:29:00,10:29:00,11
HL,20_20240505,10:33:00,10:33:00,12
HRV_0,20_20240505,10:36:00,10:36:00,13
TU,20_20240505,10:38:00,10:38:00,14
LK_0,20_20240505,10:41:00,10:41:00,15
RY,20_20240505,10:44:00,10:44:00,16
SAM_0,20_20240505,10:47:00,10:47:00,17
RI,20_20240505,10:47:39,10:47:39,18
RI,20_20240505,10:49:00,10:49:00,19
ARP_0,20_20240505,10:52:00,10:52:00,20
HY,20_20240505,10:54:06,10:54:06,21
HY,20_20240505,10:55:00,10:55:00,22
PLP_0,20_20240505,10:56:30,10:56:30,23
JK,20_20240505,10:58:30,10:58:30,24
PUR_0,20_20240505,11:01:30,11:01:30,25
SAU,20_20240505,11:02:30,11:02:30,26
JP,20_20240505,11:03:30,11:03:30,27
AIN,20_20240505,11:05:00,11:05:00,28
KYT_0,20_20240505,11:08:00,11:08:00,29
KE,20_20240505,11:10:00,11:10:00,30
SAV_0,20_20240505,11:11:23,11:11:23,31
KRS_0,20_20240505,11:13:18,11:13:18,32
HNA_0,20_20240505,11:14:00,11:14:00,33
RKL_0,20_20240505,11:14:38,11:14:38,34
KVY_0,20_20240505,11:15:35,11:15:35,35
HVK_0,20_20240505,11:17:00,11:17:00,36
HKH_0,20_20240505,11:17:40,11:17:40,37
TKL,20_20240505,11:19:00,11:20:00,38
PLA_0,20_20240505,11:21:06,11:21:06,39
TNA_0,20_20240505,11:21:58,11:21:58,40
ML_0,20_20240505,11:23:00,11:23:00,41
PMK_0,20_20240505,11:23:50,11:23:50,42
OLK_0,20_20240505,11:25:00,11:25:00,43
KÄP_0,20_20240505,11:26:00,11:26:00,44
PSL,20_20240505,11:28:00,11:29:00,45
HKI,20_20240505,11:35:00,11:35:00,46
UTJ,20_20240609,10:00:00,10:00:00,0
SJ_0,20_20240609,10:06:00,10:06:00,1
VTR_0,20_20240609,10:08:00,10:08:00,2
LPÄ,20_20240609,10:10:00,10:10:00,3
MAT_0,20_20240609,10:12:00,10:12:00,4
VIA,20_20240609,10:14:00,10:14:00,5
TL,20_20240609,10:17:00,10:17:00,6
KU_0,20_20240609,10:20:00,10:20:00,7
VIN_0,20_20240609,10:23:00,10:23:00,8
ITA,20_20240609,10:24:00,10:24:00,9
LTS_0,20_20240609,10:26:00,10:26:00,10
PRL,20_20240609,10:29:00,10:29:00,11
HL,20_20240609,10:33:00,10:33:00,12
HRV_0,20_20240609,10:36:00,10:36:00,13
TU,20_20240609,10:38:00,10:38:00,14
LK_0,20_20240609,10:41:00,10:41:00,15
RY,20_20240609,10:44:00,10:44:00,16
SAM_0,20_20240609,10:47:00,10:47:00,17
RI,20_20240609,10:47:39,10:47:39,18
RI,20_20240609,10:49:00,10:49:00,19
ARP_0,20_20240609,10:52:00,10:52:00,20
HY,20_20240609,10:54:06,10:54:06,21
HY,20_20240609,10:55:00,10:55:00,22
PLP_0,20_20240609,10:56:30,10:56:30,23
JK,20_20240609,10:58:30,10:58:30,24
PUR_0,20_20240609,11:01:30,11:01:30,25
SAU,20_20240609,11:02:30,11:02:30,26
JP,20_20240609,11:03:30,11:03:30,27
AIN,20_20240609,11:05:00,11:05:00,28
KYT_0,20_20240609,11:08:00,11:08:00,29
KE,20_20240609,11:10:00,11:10:00,30
SAV_0,20_20240609,11:11:23,11:11:23,31
KRS_0,20_20240609,11:13:18,11:13:18,32
HNA_0,20_20240609,11:14:00,11:14:00,33
RKL_0,20_20240609,11:14:38,11:14:38,34
KVY_0,20_20240609,11:15:35,11:15:35,35
HVK_0,20_20240609,11:17:00,11:17:00,36
HKH_0,20_20240609,11:17:40,11:17:40,37
TKL,20_20240609,11:19:00,11:20:00,38
PLA_0,20_20240609,11:21:06,11:21:06,39
TNA_0,20_20240609,11:21:58,11:21:58,40
ML_0,20_20240609,11:23:00,11:23:00,41
PMK_0,20_20240609,11:23:50,11:23:50,42
OLK_0,20_20240609,11:25:00,11:25:00,43
KÄP_0,20_20240609,11:26:00,11:26:00,44
PSL,20_20240609,11:28:00,11:29:00,45
HKI,20_20240609,11:35:00,11:35:00,46
UTJ,20_20240929,10:00:00,10:00:00,0
SJ_0,20_20240929,10:06:00,10:06:00,1
VTR_0,20_20240929,10:08:00,10:08:00,2
LPÄ,20_20240929,10:10:00,10:10:00,3
MAT_0,20_20240929,10:12:00,10:12:00,4
VIA,20_20240929,10:14:00,10:14:00,5
TL,20_20240929,10:17:00,10:17:00,6
KU_0,20_20240929,10:20:00,10:20:00,7
VIN_0,20_20240929,10:23:00,10:23:00,8
ITA,20_20240929,10:24:00,10:24:00,9
LTS_0,20_20240929,10:26:00,10:26:00,10
PRL,20_20240929,10:29:00,10:29:00,11
HL,20_20240929,10:33:00,10:33:00,12
HRV_0,20_20240929,10:36:00,10:36:00,13
TU,20_20240929,10:38:00,10:38:00,14
LK_0,20_20240929,10:41:00,10:41:00,15
RY,20_20240929,10:44:00,10:44:00,16
SAM_0,20_20240929,10:47:00,10:47:00,17
RI,20_20240929,10:47:39,10:47:39,18
RI,20_20240929,10:49:00,10:49:00,19
ARP_0,20_20240929,10:52:00,10:52:00,20
HY,20_20240929,10:54:06,10:54:06,21
HY,20_20240929,10:55:00,10:55:00,22
PLP_0,20_20240929,10:56:30,10:56:30,23
JK,20_20240929,10:59:30,10:59:30,24
PUR_0,20_20240929,11:03:00,11:03:00,25
SAU,20_20240929,11:04:30,11:04:30,26
JP,20_20240929,11:06:00,11:06:00,27
AIN,20_20240929,11:07:30,11:07:30,28
KYT_0,20_20240929,11:10:30,11:10:30,29
KE,20_20240929,11:12:00,11:12:00,30
SAV_0,20_20240929,11:13:02,11:13:02,31
KRS_0,20_20240929,11:14:28,11:14:28,32
HNA_0,20_20240929,11:15:00,11:15:00,33
RKL_0,20_20240929,11:15:25,11:15:25,34
KVY_0,20_20240929,11:16:03,11:16:03,35
HVK_0,20_20240929,11:17:00,11:17:00,36
HKH_0,20_20240929,11:17:40,11:17:40,37
TKL,20_20240929,11:19:00,11:20:00,38
PLA_0,20_20240929,11:21:06,11:21:06,39
TNA_0,20_20240929,11:21:58,11:21:58,40
ML_0,20_20240929,11:23:00,11:23:00,41
PMK_0,20_20240929,11:23:50,11:23:50,42
OLK_0,20_20240929,11:25:00,11:25:00,43
KÄP_0,20_20240929,11:26:00,11:26:00,44
PSL,20_20240929,11:28:00,11:29:00,45
HKI,20_20240929,11:35:00,11:35:00,46
UTJ,20_20240901,10:00:00,10:00:00,0
SJ_0,20_20240901,10:06:00,10:06:00,1
VTR_0,20_20240901,10:08:00,10:08:00,2
LPÄ,20_20240901,10:10:00,10:10:00,3
MAT_0,20_20240901,10:12:00,10:12:00,4
VIA,20_20240901,10:14:00,10:14:00,5
TL,20_20240901,10:17:00,10:17:00,6
KU_0,20_20240901,10:20:00,10:20:00,7
VIN_0,20_20240901,10:23:00,10:23:00,8
ITA,20_20240901,10:24:00,10:24:00,9
LTS_0,20_20240901,10:26:00,10:26:00,10
PRL,20_20240901,10:29:00,10:29:00,11
HL,20_20240901,10:33:00,10:33:00,12
HRV_0,20_20240901,10:36:00,10:36:00,13
TU,20_20240901,10:38:00,10:38:00,14
LK_0,20_20240901,10:41:00,10:41:00,15
RY,20_20240901,10:44:00,10:44:00,16
SAM_0,20_20240901,10:47:00,10:47:00,17
RI,20_20240901,10:47:39,10:47:39,18
RI,20_20240901,10:49:00,10:49:00,19
ARP_0,20_20240901,10:52:00,10:52:00,20
HY,20_20240901,10:54:06,10:54:06,21
HY,20_20240901,10:55:00,10:55:00,22
PLP_0,20_20240901,10:56:30,10:56:30,23
JK,20_20240901,10:59:30,10:59:30,24
PUR_0,20_20240901,11:03:00,11:03:00,25
SAU,20_20240901,11:04:30,11:04:30,26
JP,20_20240901,11:06:00,11:06:00,27
AIN,20_20240901,11:07:30,11:07:30,28
KYT_0,20_20240901,11:10:30,11:10:30,29
KE,20_20240901,11:12:00,11:12:00,30
SAV_0,20_20240901,11:13:02,11:13:02,31
KRS_0,20_20240901,11:14:28,11:14:28,32
HNA_0,20_20240901,11:15:00,11:15:00,33
RKL_0,20_20240901,11:15:25,11:15:25,34
KVY_0,20_20240901,11:16:03,11:16:03,35
HVK_0,20_20240901,11:17:00,11:17:00,36
HKH_0,20_20240901,11:17:40,11:17:40,37
TKL,20_20240901,11:19:00,11:20:00,38
PLA_0,20_20240901,11:21:06,11:21:06,39
TNA_0,20_20240901,11:21:58,11:21:58,40
ML_0,20_20240901,11:23:00,11:23:00,41
PMK_0,20_20240901,11:23:50,11:23:50,42
OLK_0,20_20240901,11:25:00,11:25:00,43
KÄP_0,20_20240901,11:26:00,11:26:00,44
PSL,20_20240901,11:28:00,11:29:00,45
HKI,20_20240901,11:35:00,11:35:00,46
UTJ,20_20241013,10:00:00,10:00:00,0
SJ_0,20_20241013,10:06:00,10:06:00,1
VTR_0,20_20241013,10:08:00,10:08:00,2
LPÄ,20_20241013,10:10:00,10:10:00,3
MAT_0,20_20241013,10:12:00,10:12:00,4
VIA,20_20241013,10:14:00,10:14:00,5
TL,20_20241013,10:17:00,10:17:00,6
KU_0,20_20241013,10:20:00,10:20:00,7
VIN_0,20_20241013,10:23:00,10:23:00,8
ITA,20_20241013,10:24:00,10:24:00,9
LTS_0,20_20241013,10:26:00,10:26:00,10
PRL,20_20241013,10:29:00,10:29:00,11
HL,20_20241013,10:33:00,10:33:00,12
HRV_0,20_20241013,10:36:00,10:36:00,13
TU,20_20241013,10:38:00,10:38:00,14
LK_0,20_20241013,10:41:00,10:41:00,15
RY,20_20241013,10:44:00,10:44:00,16
SAM_0,20_20241013,10:47:00,10:47:00,17
RI,20_20241013,10:47:39,10:47:39,18
RI,20_20241013,10:49:00,10:49:00,19
ARP_0,20_20241013,10:52:00,10:52:00,20
HY,20_20241013,10:54:06,10:54:06,21
HY,20_20241013,10:55:00,10:55:00,22
PLP_0,20_20241013,10:56:30,10:56:30,23
JK,20_20241013,10:59:30,10:59:30,24
PUR_0,20_20241013,11:03:00,11:03:00,25
SAU,20_20241013,11:04:30,11:04:30,26
JP,20_20241013,11:06:00,11:06:00,27
AIN,20_20241013,11:07:30,11:07:30,28
KYT_0,20_20241013,11:10:30,11:10:30,29
KE,20_20241013,11:12:00,11:12:00,30
SAV_0,20_20241013,11:13:02,11:13:02,31
KRS_0,20_20241013,11:14:28,11:14:28,32
HNA_0,20_20241013,11:15:00,11:15:00,33
RKL_0,20_20241013,11:15:25,11:15:25,34
KVY_0,20_20241013,11:16:03,11:16:03,35
HVK_0,20_20241013,11:17:00,11:17:00,36
HKH_0,20_20241013,11:17:40,11:17:40,37
TKL,20_20241013,11:19:00,11:20:00,38
PLA_0,20_20241013,11:21:06,11:21:06,39
TNA_0,20_20241013,11:21:58,11:21:58,40
ML_0,20_20241013,11:23:00,11:23:00,41
PMK_0,20_20241013,11:23:50,11:23:50,42
OLK_0,20_20241013,11:25:00,11:25:00,43
KÄP_0,20_20241013,11:26:00,11:26:00,44
PSL,20_20241013,11:28:00,11:29:00,45
HKI,20_20241013,11:35:00,11:35:00,46
UTJ,20_20241117,10:00:00,10:00:00,0
SJ_0,20_20241117,10:06:00,10:06:00,1
VTR_0,20_20241117,10:08:00,10:08:00,2
LPÄ,20_20241117,10:10:00,10:10:00,3
MAT_0,20_20241117,10:12:00,10:12:00,4
VIA,20_20241117,10:14:00,10:14:00,5
TL,20_20241117,10:17:00,10:17:00,6
KU_0,20_20241117,10:20:00,10:20:00,7
VIN_0,20_20241117,10:23:00,10:23:00,8
ITA,20_20241117,10:24:00,10:24:00,9
LTS_0,20_20241117,10:26:00,10:26:00,10
PRL,20_20241117,10:29:00,10:29:00,11
HL,20_20241117,10:33:00,10:33:00,12
HRV_0,20_20241117,10:36:00,10:36:00,13
TU,20_20241117,10:38:00,10:38:00,14
LK_0,20_20241117,10:41:00,10:41:00,15
RY,20_20241117,10:44:00,10:44:00,16
SAM_0,20_20241117,10:47:00,10:47:00,17
RI,20_20241117,10:47:39,10:47:39,18
RI,20_20241117,10:49:00,10:49:00,19
ARP_0,20_20241117,10:52:00,10:52:00,20
HY,20_20241117,10:54:06,10:54:06,21
HY,20_20241117,10:55:00,10:55:00,22
PLP_0,20_20241117,10:56:30,10:56:30,23
JK,20_20241117,10:58:30,10:58:30,24
PUR_0,20_20241117,11:01:30,11:01:30,25
SAU,20_20241117,11:02:30,11:02:30,26
JP,20_20241117,11:03:30,11:03:30,27
AIN,20_20241117,11:05:00,11:05:00,28
KYT_0,20_20241117,11:08:00,11:08:00,29
KE,20_20241117,11:10:00,11:10:00,30
SAV_0,20_20241117,11:11:23,11:11:23,31
KRS_0,20_20241117,11:13:18,11:13:18,32
HNA_0,20_20241117,11:14:00,11:14:00,33
RKL_0,20_20241117,11:14:38,11:14:38,34
KVY_0,20_20241117,11:15:35,11:15:35,35
HVK_0,20_20241117,11:17:00,11:17:00,36
HKH_0,20_20241117,11:17:40,11:17:40,37
TKL,20_20241117,11:19:00,11:20:00,38
PLA_0,20_20241117,11:21:06,11:21:06,39
TNA_0,20_20241117,11:21:58,11:21:58,40
ML_0,20_20241117,11:23:00,11:23:00,41
PMK_0,20_20241117,11:23:50,11:23:50,42
OLK_0,20_20241117,11:25:00,11:25:00,43
KÄP_0,20_20241117,11:26:00,11:26:00,44
PSL,20_20241117,11:28:00,11:29:00,45
HKI,20_20241117,11:35:00,11:35:00,46
UTJ,20_20241201,10:00:00,10:00:00,0
SJ_0,20_20241201,10:06:00,10:06:00,1
VTR_0,20_20241201,10:08:00,10:08:00,2
LPÄ,20_20241201,10:10:00,10:10:00,3
MAT_0,20_20241201,10:12:00,10:12:00,4
VIA,20_20241201,10:14:00,10:14:00,5
TL,20_20241201,10:17:00,10:17:00,6
KU_0,20_20241201,10:20:00,10:20:00,7
VIN_0,20_20241201,10:23:00,10:23:00,8
ITA,20_20241201,10:24:00,10:24:00,9
LTS_0,20_20241201,10:26:00,10:26:00,10
PRL,20_20241201,10:29:00,10:29:00,11
HL,20_20241201,10:33:00,10:33:00,12
HRV_0,20_20241201,10:36:00,10:36:00,13
TU,20_20241201,10:38:00,10:38:00,14
LK_0,20_20241201,10:41:00,10:41:00,15
RY,20_20241201,10:44:00,10:44:00,16
SAM_0,20_20241201,10:47:00,10:47:00,17
RI,20_20241201,10:47:39,10:47:39,18
RI,20_20241201,10:49:00,10:49:00,19
ARP_0,20_20241201,10:52:00,10:52:00,20
HY,20_20241201,10:54:06,10:54:06,21
HY,20_20241201,10:55:00,10:55:00,22
PLP_0,20_20241201,10:56:30,10:56:30,23
JK,20_20241201,10:58:30,10:58:30,24
PUR_0,20_20241201,11:01:30,11:01:30,25
SAU,20_20241201,11:02:30,11:02:30,26
JP,20_20241201,11:03:30,11:03:30,27
AIN,20_20241201,11:05:00,11:05:00,28
KYT_0,20_20241201,11:08:00,11:08:00,29
KE,20_20241201,11:10:00,11:10:00,30
SAV_0,20_20241201,11:11:23,11:11:23,31
KRS_0,20_20241201,11:13:18,11:13:18,32
HNA_0,20_20241201,11:14:00,11:14:00,33
RKL_0,20_20241201,11:14:38,11:14:38,34
KVY_0,20_20241201,11:15:35,11:15:35,35
HVK_0,20_20241201,11:17:00,11:17:00,36
HKH_0,20_20241201,11:17:40,11:17:40,37
TKL,20_20241201,11:19:00,11:20:00,38
PLA_0,20_20241201,11:21:06,11:21:06,39
TNA_0,20_20241201,11:21:58,11:21:58,40
ML_0,20_20241201,11:23:00,11:23:00,41
PMK_0,20_20241201,11:23:50,11:23:50,42
OLK_0,20_20241201,11:25:00,11:25:00,43
KÄP_0,20_20241201,11:26:00,11:26:00,44
PSL,20_20241201,11:28:00,11:29:00,45
HKI,20_20241201,11:35:00,11:35:00,46
UTJ,20_20240825,10:00:00,10:00:00,0
SJ_0,20_20240825,10:06:00,10:06:00,1
VTR_0,20_20240825,10:08:00,10:08:00,2
LPÄ,20_20240825,10:10:00,10:10:00,3
MAT_0,20_20240825,10:12:00,10:12:00,4
VIA,20_20240825,10:14:00,10:14:00,5
TL,20_20240825,10:17:00,10:17:00,6
KU_0,20_20240825,10:20:00,10:20:00,7
VIN_0,20_20240825,10:23:00,10:23:00,8
ITA,20_20240825,10:24:00,10:24:00,9
LTS_0,20_20240825,10:26:00,10:26:00,10
PRL,20_20240825,10:29:00,10:29:00,11
HL,20_20240825,10:33:00,10:33:00,12
HRV_0,20_20240825,10:36:00,10:36:00,13
TU,20_20240825,10:38:00,10:38:00,14
LK_0,20_20240825,10:41:00,10:41:00,15
RY,20_20240825,10:44:00,10:44:00,16
SAM_0,20_20240825,10:47:00,10:47:00,17
RI,20_20240825,10:47:39,10:47:39,18
RI,20_20240825,10:49:00,10:49:00,19
ARP_0,20_20240825,10:52:00,10:52:00,20
HY,20_20240825,10:54:06,10:54:06,21
HY,20_20240825,10:55:00,10:55:00,22
PLP_0,20_20240825,10:56:30,10:56:30,23
JK,20_20240825,10:59:30,10:59:30,24
PUR_0,20_20240825,11:03:00,11:03:00,25
SAU,20_20240825,11:04:30,11:04:30,26
JP,20_20240825,11:06:00,11:06:00,27
AIN,20_20240825,11:07:30,11:07:30,28
KYT_0,20_20240825,11:10:30,11:10:30,29
KE,20_20240825,11:12:00,11:12:00,30
SAV_0,20_20240825,11:13:02,11:13:02,31
KRS_0,20_20240825,11:14:28,11:14:28,32
HNA_0,20_20240825,11:15:00,11:15:00,33
RKL_0,20_20240825,11:15:25,11:15:25,34
KVY_0,20_20240825,11:16:03,11:16:03,35
HVK_0,20_20240825,11:17:00,11:17:00,36
HKH_0,20_20240825,11:17:40,11:17:40,37
TKL,20_20240825,11:19:00,11:20:00,38
PLA_0,20_20240825,11:21:06,11:21:06,39
TNA_0,20_20240825,11:21:58,11:21:58,40
ML_0,20_20240825,11:23:00,11:23:00,41
PMK_0,20_20240825,11:23:50,11:23:50,42
OLK_0,20_20240825,11:25:00,11:25:00,43
KÄP_0,20_20240825,11:26:00,11:26:00,44
PSL,20_20240825,11:28:00,11:29:00,45
HKI,20_20240825,11:35:00,11:35:00,46
UTJ,20_20240728,10:00:00,10:00:00,0
SJ_0,20_20240728,10:06:00,10:06:00,1
VTR_0,20_20240728,10:08:00,10:08:00,2
LPÄ,20_20240728,10:10:00,10:10:00,3
MAT_0,20_20240728,10:12:00,10:12:00,4
VIA,20_20240728,10:14:00,10:14:00,5
TL,20_20240728,10:17:00,10:17:00,6
KU_0,20_20240728,10:20:00,10:20:00,7
VIN_0,20_20240728,10:23:00,10:23:00,8
ITA,20_20240728,10:24:00,10:24:00,9
LTS_0,20_20240728,10:26:00,10:26:00,10
PRL,20_20240728,10:29:00,10:29:00,11
HL,20_20240728,10:33:00,10:33:00,12
HRV_0,20_20240728,10:36:00,10:36:00,13
TU,20_20240728,10:38:00,10:38:00,14
LK_0,20_20240728,10:41:00,10:41:00,15
RY,20_20240728,10:44:00,10:44:00,16
SAM_0,20_20240728,10:47:00,10:47:00,17
RI,20_20240728,10:47:39,10:47:39,18
RI,20_20240728,10:49:00,10:49:00,19
ARP_0,20_20240728,10:52:00,10:52:00,20
HY,20_20240728,10:54:06,10:54:06,21
HY,20_20240728,10:55:00,10:55:00,22
PLP_0,20_20240728,10:56:30,10:56:30,23
JK,20_20240728,10:59:30,10:59:30,24
PUR_0,20_20240728,11:03:00,11:03:00,25
SAU,20_20240728,11:04:30,11:04:30,26
JP,20_20240728,11:06:00,11:06:00,27
AIN,20_20240728,11:07:30,11:07:30,28
KYT_0,20_20240728,11:10:30,11:10:30,29
KE,20_20240728,11:12:00,11:12:00,30
SAV_0,20_20240728,11:13:02,11:13:02,31
KRS_0,20_20240728,11:14:28,11:14:28,32
HNA_0,20_20240728,11:15:00,11:15:00,33
RKL_0,20_20240728,11:15:25,11:15:25,34
KVY_0,20_20240728,11:16:03,11:16:03,35
HVK_0,20_20240728,11:17:00,11:17:00,36
HKH_0,20_20240728,11:17:40,11:17:40,37
TKL,20_20240728,11:19:00,11:20:00,38
PLA_0,20_20240728,11:21:06,11:21:06,39
TNA_0,20_20240728,11:21:58,11:21:58,40
ML_0,20_20240728,11:23:00,11:23:00,41
PMK_0,20_20240728,11:23:50,11:23:50,42
OLK_0,20_20240728,11:25:00,11:25:00,43
KÄP_0,20_20240728,11:26:00,11:26:00,44
PSL,20_20240728,11:28:00,11:29:00,45
HKI,20_20240728,11:35:00,11:35:00,46
UTJ,20_20240804,10:00:00,10:00:00,0
SJ_0,20_20240804,10:06:00,10:06:00,1
VTR_0,20_20240804,10:08:00,10:08:00,2
LPÄ,20_20240804,10:10:00,10:10:00,3
MAT_0,20_20240804,10:12:00,10:12:00,4
VIA,20_20240804,10:14:00,10:14:00,5
TL,20_20240804,10:17:00,10:17:00,6
KU_0,20_20240804,10:20:00,10:20:00,7
VIN_0,20_20240804,10:23:00,10:23:00,8
ITA,20_20240804,10:24:00,10:24:00,9
LTS_0,20_20240804,10:26:00,10:26:00,10
PRL,20_20240804,10:29:00,10:29:00,11
HL,20_20240804,10:33:00,10:33:00,12
HRV_0,20_20240804,10:36:00,10:36:00,13
TU,20_20240804,10:38:00,10:38:00,14
LK_0,20_20240804,10:41:00,10:41:00,15
RY,20_20240804,10:44:00,10:44:00,16
SAM_0,20_20240804,10:47:00,10:47:00,17
RI,20_20240804,10:47:39,10:47:39,18
RI,20_20240804,10:49:00,10:49:00,19
ARP_0,20_20240804,10:52:00,10:52:00,20
HY,20_20240804,10:54:06,10:54:06,21
HY,20_20240804,10:55:00,10:55:00,22
PLP_0,20_20240804,10:56:30,10:56:30,23
JK,20_20240804,10:59:30,10:59:30,24
PUR_0,20_20240804,11:03:00,11:03:00,25
SAU,20_20240804,11:04:30,11:04:30,26
JP,20_20240804,11:06:00,11:06:00,27
AIN,20_20240804,11:07:30,11:07:30,28
KYT_0,20_20240804,11:10:30,11:10:30,29
KE,20_20240804,11:12:00,11:12:00,30
SAV_0,20_20240804,11:13:02,11:13:02,31
KRS_0,20_20240804,11:14:28,11:14:28,32
HNA_0,20_20240804,11:15:00,11:15:00,33
RKL_0,20_20240804,11:15:25,11:15:25,34
KVY_0,20_20240804,11:16:03,11:16:03,35
HVK_0,20_20240804,11:17:00,11:17:00,36
HKH_0,20_20240804,11:17:40,11:17:40,37
TKL,20_20240804,11:19:00,11:20:00,38
PLA_0,20_20240804,11:21:06,11:21:06,39
TNA_0,20_20240804,11:21:58,11:21:58,40
ML_0,20_20240804,11:23:00,11:23:00,41
PMK_0,20_20240804,11:23:50,11:23:50,42
OLK_0,20_20240804,11:25:00,11:25:00,43
KÄP_0,20_20240804,11:26:00,11:26:00,44
PSL,20_20240804,11:28:00,11:29:00,45
HKI,20_20240804,11:35:00,11:35:00,46
UTJ,20_20240616,10:00:00,10:00:00,0
SJ_0,20_20240616,10:06:00,10:06:00,1
VTR_0,20_20240616,10:08:00,10:08:00,2
LPÄ,20_20240616,10:10:00,10:10:00,3
MAT_0,20_20240616,10:12:00,10:12:00,4
VIA,20_20240616,10:14:00,10:14:00,5
TL,20_20240616,10:17:00,10:17:00,6
KU_0,20_20240616,10:20:00,10:20:00,7
VIN_0,20_20240616,10:23:00,10:23:00,8
ITA,20_20240616,10:24:00,10:24:00,9
LTS_0,20_20240616,10:26:00,10:26:00,10
PRL,20_20240616,10:29:00,10:29:00,11
HL,20_20240616,10:33:00,10:33:00,12
HRV_0,20_20240616,10:36:00,10:36:00,13
TU,20_20240616,10:38:00,10:38:00,14
LK_0,20_20240616,10:41:00,10:41:00,15
RY,20_20240616,10:44:00,10:44:00,16
SAM_0,20_20240616,10:47:00,10:47:00,17
RI,20_20240616,10:47:39,10:47:39,18
RI,20_20240616,10:49:00,10:49:00,19
ARP_0,20_20240616,10:52:00,10:52:00,20
HY,20_20240616,10:54:06,10:54:06,21
HY,20_20240616,10:55:00,10:55:00,22
PLP_0,20_20240616,10:56:30,10:56:30,23
JK,20_20240616,10:58:30,10:58:30,24
PUR_0,20_20240616,11:01:30,11:01:30,25
SAU,20_20240616,11:02:30,11:02:30,26
JP,20_20240616,11:03:30,11:03:30,27
AIN,20_20240616,11:05:00,11:05:00,28
KYT_0,20_20240616,11:08:00,11:08:00,29
KE,20_20240616,11:10:00,11:10:00,30
SAV_0,20_20240616,11:11:23,11:11:23,31
KRS_0,20_20240616,11:13:18,11:13:18,32
HNA_0,20_20240616,11:14:00,11:14:00,33
RKL_0,20_20240616,11:14:38,11:14:38,34
KVY_0,20_20240616,11:15:35,11:15:35,35
HVK_0,20_20240616,11:17:00,11:17:00,36
HKH_0,20_20240616,11:17:40,11:17:40,37
TKL,20_20240616,11:19:00,11:20:00,38
PLA_0,20_20240616,11:21:06,11:21:06,39
TNA_0,20_20240616,11:21:58,11:21:58,40
ML_0,20_20240616,11:23:00,11:23:00,41
PMK_0,20_20240616,11:23:50,11:23:50,42
OLK_0,20_20240616,11:25:00,11:25:00,43
KÄP_0,20_20240616,11:26:00,11:26:00,44
