10_20240516,1,1,1,1,1,1,1
10_20240519,0,0,0,0,0,0,0
8202_20241214,1,1,1,1,1,1,1
65547_20241214,1,1,1,1,1,1,0
11_20240516,1,1,1,1,1,1,1
11_20240518,0,0,0,0,0,0,0
11_20240623,1,1,1,1,1,1,1
11_20241214,1,1,1,1,1,1,1
65546_20241214,1,1,1,1,1,1,0
8203_20240526,0,0,0,0,0,0,1
12_20241214,1,1,1,1,1,1,1
12_20240516,1,1,1,1,1,1,1
12_20240518,0,0,0,0,0,0,0
65549_20240603,0,1,0,0,0,0,0
65549_20240506,0,1,0,0,0,0,0
65549_20251231,0,1,0,0,0,0,0
65549_20240429,0,1,0,0,0,0,0
65549_20240513,0,1,0,0,0,0,0
65549_20240520,0,1,0,0,0,0,0
65549_20240527,0,1,0,0,0,0,0
65549_20240610,0,1,0,0,0,0,0
8204_20240526,0,0,0,0,0,0,1
8205_20241214,1,1,1,1,1,1,1
65548_20240603,0,1,0,0,0,0,0
65548_20240506,0,1,0,0,0,0,0
65548_20251231,0,1,0,0,0,0,0
65548_20240429,0,1,0,0,0,0,0
65548_20240513,0,1,0,0,0,0,0
65548_20240520,0,1,0,0,0,0,0
65548_20240527,0,1,0,0,0,0,0
65548_20240610,0,1,0,0,0,0,0
8206_20241214,1,1,1,1,1,1,1
65550_20240603,0,1,0,0,0,0,0
65550_20240506,0,1,0,0,0,0,0
65550_20251231,0,1,0,0,0,0,0
65550_20240429,0,1,0,0,0,0,0
65550_20240513,0,1,0,0,0,0,0
65550_20240520,0,1,0,0,0,0,0
65550_20240527,0,1,0,0,0,0,0
65550_20240610,0,1,0,0,0,0,0
65553_20241212,0,1,0,1,0,0,0
8209_20241214,1,1,1,1,1,1,1
8210_20241214,1,1,1,1,1,1,1
65555_20241212,1,1,1,1,0,0,0
65554_20241209,1,0,0,0,0,0,0
20_20240721,0,0,0,0,0,0,1
20_20240505,0,0,0,0,0,0,1
20_20240609,0,0,0,0,0,0,1
20_20240929,0,0,0,0,0,0,1
20_20240901,0,0,0,0,0,0,1
20_20241013,0,0,0,0,0,0,1
20_20241117,0,0,0,0,0,0,1
20_20241201,0,0,0,0,0,0,1
20_20240825,0,0,0,0,0,0,1
20_20240810,1,1,1,1,1,1,0
20_20240518,1,1,1,1,1,1,0
20_20240622,1,1,1,1,1,1,0
20_20240706,1,1,1,1,1,1,0
20_20240914,1,1,1,1,1,1,0
20_20241026,1,1,1,1,1,1,0
20_20241130,1,1,1,1,1,1,0
20_20241214,1,1,1,1,1,1,0
20_20241102,1,1,1,1,1,1,0
20_20240728,0,0,0,0,0,0,1
20_20240804,0,0,0,0,0,0,1
20_20240616,0,0,0,0,0,0,1
20_20240428,0,0,0,0,0,0,1
20_20240512,0,0,0,0,0,0,1
20_20240908,0,0,0,0,0,0,1
20_20241020,0,0,0,0,0,0,1
20_20241124,0,0,0,0,0,0,1
20_20241208,0,0,0,0,0,0,1
20_20240629,1,1,1,1,1,1,0
20_20240525,1,1,1,1,1,1,0
20_20240713,1,1,1,1,1,1,0
20_20240817,1,1,1,1,1,1,0
20_20240921,1,1,1,1,1,1,0
20_20241109,1,1,1,1,1,1,0
20_20240601,1,1,1,1,1,1,0
20_20241005,1,1,1,1,1,1,0
20_20240623,0,0,0,0,0,0,1
20_20240519,0,0,0,0,0,0,1
20_20240915,0,0,0,0,0,0,1
20_20241027,0,0,0,0,0,0,1
20_20241103,0,0,0,0,0,0,1
20_20240707,0,0,0,0,0,0,1
20_20240811,0,0,0,0,0,0,1
20_20240720,1,1,1,1,1,1,0
20_20240608,1,1,1,1,1,1,0
20_20240928,1,1,1,1,1,1,0
20_20241012,1,1,1,1,1,1,0
20_20241116,1,1,1,1,1,1,0
20_20240824,1,1,1,1,1,1,0
20_20240504,1,1,1,1,1,1,0
20_20240526,0,0,0,0,0,0,1
20_20240602,0,0,0,0,0,0,1
20_20240630,0,0,0,0,0,0,1
20_20240714,0,0,0,0,0,0,1
20_20240922,0,0,0,0,0,0,1
20_20240818,0,0,0,0,0,0,1
20_20241006,0,0,0,0,0,0,1
20_20241110,0,0,0,0,0,0,1
20_20240727,1,1,1,1,1,1,0
20_20240427,1,1,1,1,1,1,0
20_20240511,1,1,1,1,1,1,0
20_20240615,1,1,1,1,1,1,0
20_20240907,1,1,1,1,1,1,0
20_20240831,1,1,1,1,1,1,0
20_20241019,1,1,1,1,1,1,0
20_20241123,1,1,1,1,1,1,0
20_20241207,1,1,1,1,1,1,0
20_20240803,1,1,1,1,1,1,0
65557_20240603,0,1,0,0,0,0,0
65557_20240506,0,1,0,0,0,0,0
65557_20251231,0,1,0,0,0,0,0
65557_20240429,0,1,0,0,0,0,0
65557_20240513,0,1,0,0,0,0,0
65557_20240520,0,1,0,0,0,0,0
65557_20240527,0,1,0,0,0,0,0
65557_20240610,0,1,0,0,0,0,0
21_20240430,1,1,1,1,1,1,0
21_20240622,1,1,1,1,1,1,0
21_20240501,0,0,1,0,0,0,0
21_20240509,0,0,0,1,0,0,0
21_20241026,1,1,1,1,1,1,0
21_20241214,1,1,1,1,1,1,0
21_20240508,1,1,1,1,1,1,0
8213_20241214,1,1,1,1,1,1,1
65556_20241212,0,1,0,1,0,0,0
22_20240529,0,0,1,0,0,1,1
22_20240605,0,0,1,0,0,1,1
22_20240602,0,0,1,0,0,1,1
22_20240526,0,0,1,0,0,1,1
22_20240714,0,0,0,0,0,1,1
22_20240818,0,0,0,0,0,1,1
22_20240614,1,1,1,1,1,0,0
22_20240630,0,0,0,0,0,1,1
22_20240922,0,0,0,0,0,1,1
22_20241006,0,0,0,0,0,1,1
22_20241110,0,0,1,0,0,1,1
22_20240517,1,1,1,1,1,0,0
22_20240621,1,1,1,1,1,0,0
22_20240705,1,1,1,1,1,0,0
22_20240809,1,1,1,1,1,0,0
22_20240913,1,1,1,1,1,0,0
22_20241025,1,1,1,1,1,0,0
22_20241129,1,1,1,1,1,0,0
22_20241213,1,1,1,1,1,0,0
22_20241101,1,1,1,1,1,0,0
22_20240612,0,0,1,0,0,1,1
22_20240616,0,0,0,0,0,0,1
22_20240721,0,0,0,0,0,1,1
22_20240505,0,0,1,0,0,1,1
22_20240521,1,1,1,1,1,0,0
22_20240825,0,0,0,0,0,1,1
22_20240609,0,0,1,0,0,1,1
22_20240929,0,0,0,0,0,1,1
22_20241013,0,0,0,0,0,1,1
22_20241117,0,0,1,0,0,1,1
22_20240510,1,1,1,1,1,0,0
22_20240901,0,0,0,0,0,1,1
22_20240628,1,1,1,1,1,0,0
22_20240712,1,1,1,1,1,0,0
22_20240816,1,1,1,1,1,0,0
22_20240920,1,1,1,1,1,0,0
22_20241108,1,1,1,1,1,0,0
22_20240507,0,1,0,0,0,0,0
22_20240615,0,0,1,0,0,1,1
22_20241027,0,0,1,0,0,1,1
22_20240512,0,0,1,0,0,1,1
22_20240528,1,1,1,1,1,0,0
22_20240428,0,0,1,0,0,1,1
22_20240908,0,0,0,0,0,1,1
22_20240804,0,0,0,0,0,1,1
22_20240604,1,1,1,1,1,0,0
22_20240728,0,0,0,0,0,1,1
22_20241020,0,0,0,0,0,1,1
22_20241208,0,0,1,0,0,1,1
22_20241124,0,0,1,0,0,1,1
22_20240524,1,1,1,1,1,0,0
22_20241201,0,0,1,0,0,1,1
22_20240719,1,1,1,1,1,0,0
22_20240823,1,1,1,1,1,0,0
22_20240927,1,1,1,1,1,0,0
22_20241011,1,1,1,1,1,0,0
22_20241115,1,1,1,1,1,0,0
22_20241004,1,1,1,1,1,0,0
22_20240506,1,1,1,1,1,0,0
22_20240522,0,0,1,0,0,1,1
22_20241026,0,0,0,0,0,1,1
22_20241214,0,0,1,0,0,1,1
22_20240519,0,0,1,0,0,1,1
22_20240607,1,1,1,1,1,0,0
22_20240531,1,1,1,1,1,0,0
22_20240707,0,0,0,0,0,1,1
22_20240811,0,0,0,0,0,1,1
22_20240915,0,0,0,0,0,1,1
22_20241103,0,0,1,0,0,1,1
22_20240611,1,1,1,1,1,0,0
22_20240623,0,0,1,0,0,1,1
22_20240426,1,1,1,1,1,0,0
22_20240726,1,1,1,1,1,0,0
22_20240830,1,1,1,1,1,0,0
22_20240906,1,1,1,1,1,0,0
22_20241018,1,1,1,1,1,0,0
22_20241122,1,1,1,1,1,0,0
22_20241206,1,1,1,1,1,0,0
22_20240802,1,1,1,1,1,0,0
22_20240503,1,1,1,1,1,0,0
8214_20241214,1,1,1,1,1,1,1
23_20240817,0,0,0,0,1,1,1
23_20240520,1,1,1,1,1,1,1
23_20240521,0,1,0,0,0,0,0
23_20240611,0,1,0,0,0,0,0
23_20240707,0,0,0,0,1,1,1
23_20240721,0,0,0,0,1,1,1
23_20240510,1,1,1,1,1,1,1
23_20240704,1,1,1,1,0,0,0
23_20240718,1,1,1,1,0,0,0
23_20240808,1,1,1,1,0,0,0
23_20240610,1,1,1,1,1,1,1
23_20240505,1,1,1,1,1,1,1
23_20241026,1,1,1,1,1,1,1
23_20240623,1,1,1,1,1,1,1
23_20240506,1,0,0,0,0,0,0
23_20240528,0,1,0,0,0,0,0
23_20240604,0,1,0,0,0,0,0
23_20240630,0,0,0,0,1,1,1
23_20240714,0,0,0,0,1,1,1
23_20240728,0,0,0,0,1,1,1
23_20240804,0,0,0,0,1,1,1
23_20240627,1,1,1,1,0,0,0
23_20240711,1,1,1,1,0,0,0
23_20240725,1,1,1,1,0,0,0
23_20240801,1,1,1,1,0,0,0
23_20240527,1,1,1,1,1,1,1
23_20240603,1,1,1,1,1,1,1
23_20241214,1,1,1,1,1,1,1
65558_20241212,0,1,1,1,0,0,0
24_20240529,0,0,1,0,0,0,0
24_20240605,0,0,1,0,0,0,0
24_20240615,1,1,1,1,1,1,1
24_20240707,1,1,1,1,1,1,1
24_20240721,1,1,1,1,1,1,1
24_20240704,1,1,1,1,0,0,0
24_20240718,1,1,1,1,0,0,0
24_20240808,1,1,1,1,0,0,0
24_20240528,1,1,1,1,1,1,1
24_20240604,1,1,1,1,1,1,1
24_20240623,1,1,1,1,1,1,1
24_20241026,1,1,1,1,1,1,1
24_20240522,0,0,1,0,0,0,0
24_20240612,0,0,1,0,0,0,0
24_20240616,0,0,0,0,0,0,1
24_20240630,1,1,1,1,1,1,1
24_20240714,1,1,1,1,1,1,1
24_20240728,1,1,1,1,1,1,1
24_20240804,1,1,1,1,1,1,1
24_20240521,1,1,1,1,1,1,1
24_20240627,1,1,1,1,0,0,0
24_20240711,1,1,1,1,0,0,0
24_20240725,1,1,1,1,0,0,0
24_20240801,1,1,1,1,0,0,0
24_20240611,1,1,1,1,1,1,1
24_20241214,1,1,1,1,1,1,1
25_20240709,1,1,1,1,0,0,1
25_20240625,1,1,1,1,0,0,1
25_20240701,1,0,1,0,1,1,0
25_20240717,1,0,1,0,1,1,0
25_20240725,1,1,1,1,0,0,1
25_20240801,1,1,1,1,0,0,1
25_20240810,1,0,1,0,1,1,0
25_20240610,1,1,1,1,0,0,1
25_20240518,0,1,0,0,1,1,0
25_20241026,1,0,1,0,1,1,0
25_20241102,0,0,0,0,1,1,0
25_20240829,1,1,1,1,0,0,1
25_20240905,1,1,1,1,0,0,1
25_20241121,1,1,1,1,0,0,1
25_20241205,1,1,1,1,0,0,1
25_20240716,1,1,1,1,0,0,1
25_20240624,1,0,1,0,1,1,0
25_20240708,1,0,1,0,1,1,0
25_20240724,1,0,1,0,1,1,0
25_20240808,1,1,1,1,0,0,1
25_20240817,1,0,1,0,1,1,0
25_20240525,0,1,0,0,1,1,0
25_20241109,0,0,0,0,1,1,0
25_20240601,0,1,0,0,1,1,0
25_20240620,1,1,1,1,0,0,1
25_20240912,1,1,1,1,0,0,1
25_20241128,1,1,1,1,0,0,1
25_20241212,1,1,1,1,0,0,1
25_20240715,1,0,1,0,1,1,0
25_20240723,1,1,1,1,0,0,1
25_20240707,1,1,1,1,0,0,1
25_20240807,1,0,1,0,1,1,0
25_20240623,1,1,1,1,0,0,1
25_20240731,1,0,1,0,1,1,0
25_20240824,1,0,1,0,1,1,0
25_20240608,0,1,0,0,1,1,0
25_20241116,0,0,0,0,1,1,0
25_20240919,1,1,1,1,0,0,1
25_20240722,1,0,1,0,1,1,0
25_20240730,1,1,1,1,0,0,1
25_20240714,1,1,1,1,0,0,1
25_20240630,1,1,1,1,0,0,1
25_20240806,1,1,1,1,0,0,1
25_20240615,0,1,0,0,1,1,0
25_20240523,1,1,1,1,0,0,1
25_20240907,1,0,1,0,1,1,0
25_20240831,1,0,1,0,1,1,0
25_20241123,0,0,0,0,1,1,0
25_20241207,0,0,0,0,1,1,0
25_20240926,1,1,1,1,0,0,1
25_20241010,1,1,1,1,0,0,1
25_20241003,1,1,1,1,0,0,1
25_20240729,1,0,1,0,1,1,0
25_20240805,1,0,1,0,1,1,0
25_20240721,1,1,1,1,0,0,1
25_20240521,0,1,0,0,1,1,0
25_20240622,0,1,0,0,1,1,0
25_20240530,1,1,1,1,0,0,1
25_20240914,1,0,1,0,1,1,0
25_20240706,1,0,1,0,1,1,0
25_20240606,1,1,1,1,0,0,1
25_20241214,0,0,0,0,1,1,0
25_20241130,0,0,0,0,1,1,0
25_20240425,1,1,1,1,0,0,1
25_20240509,1,1,1,1,0,0,1
25_20241017,1,1,1,1,0,0,1
25_20240502,1,1,1,1,0,0,1
25_20240804,1,1,1,1,0,0,1
25_20240528,0,1,0,0,1,1,0
25_20240604,0,1,0,0,1,1,0
25_20240728,1,1,1,1,0,0,1
25_20240704,1,1,1,1,0,0,1
25_20240713,1,0,1,0,1,1,0
25_20240613,1,1,1,1,0,0,1
25_20240629,1,0,1,0,1,1,0
25_20240921,1,0,1,0,1,1,0
25_20241005,1,0,1,0,1,1,0
25_20240516,1,1,1,1,0,0,1
25_20241024,1,1,1,1,0,0,1
25_20240627,1,1,1,1,0,0,1
25_20240703,1,0,1,0,1,1,0
25_20240611,0,1,0,0,1,1,0
25_20240711,1,1,1,1,0,0,1
25_20240504,0,1,0,0,1,1,0
25_20240520,1,1,1,1,0,0,1
25_20240720,1,0,1,0,1,1,0
25_20240928,1,0,1,0,1,1,0
25_20241012,1,0,1,0,1,1,0
25_20240815,1,1,1,1,0,0,1
25_20241031,1,1,1,1,0,0,1
25_20241107,1,1,1,1,0,0,1
25_20240718,1,1,1,1,0,0,1
25_20240626,1,0,1,0,1,1,0
25_20240702,1,1,1,1,0,0,1
25_20240710,1,0,1,0,1,1,0
25_20240527,1,1,1,1,0,0,1
25_20240427,0,1,0,0,1,1,0
25_20240511,0,1,0,0,1,1,0
25_20240603,1,1,1,1,0,0,1
25_20240727,1,0,1,0,1,1,0
25_20240803,1,0,1,0,1,1,0
25_20241019,1,0,1,0,1,1,0
25_20240822,1,1,1,1,0,0,1
25_20241114,1,1,1,1,0,0,1
65560_20251231,0,0,0,0,1,0,0
8217_20240526,0,0,0,0,0,0,1
26_20240615,1,1,1,1,1,1,1
26_20240616,0,0,0,0,0,0,1
26_20241026,1,1,1,1,1,1,1
26_20241214,1,1,1,1,1,1,1
26_20240623,1,1,1,1,1,1,1
8218_20240526,0,0,0,0,0,0,1
27_20241026,1,1,1,1,1,1,1
27_20241214,1,1,1,1,1,1,1
27_20240623,1,1,1,1,1,1,1
8219_20241214,1,1,1,1,1,1,1
28_20240717,1,0,1,0,1,1,0
28_20240701,1,0,1,0,1,1,0
28_20240625,0,1,0,1,0,0,0
28_20240425,0,0,0,1,0,0,0
28_20240509,0,0,0,1,0,0,0
28_20240801,0,1,0,1,0,0,0
28_20241017,0,1,0,1,0,0,0
28_20240709,0,1,0,1,0,0,0
28_20240725,0,1,0,1,0,0,0
28_20240610,1,1,1,0,0,0,1
28_20240518,0,0,0,0,1,1,0
28_20240810,1,0,1,0,1,1,0
28_20241026,1,0,1,0,1,1,0
28_20241102,0,0,0,0,1,1,0
28_20240828,1,1,1,0,0,0,1
28_20240904,1,1,1,0,0,0,1
28_20241120,1,1,1,0,0,0,1
28_20241204,1,1,1,0,0,0,1
28_20240724,1,0,1,0,1,1,0
28_20240624,1,0,1,0,1,1,0
28_20240708,1,0,1,0,1,1,0
28_20240516,0,0,0,1,0,0,0
28_20240808,0,1,0,1,0,0,0
28_20240716,0,1,0,1,0,0,0
28_20241024,0,1,0,1,0,0,0
28_20240525,0,0,0,0,1,1,0
28_20240817,1,0,1,0,1,1,0
28_20241109,0,0,0,0,1,1,0
28_20240601,0,0,0,0,1,1,0
28_20240619,1,1,1,0,0,0,1
28_20240911,1,1,1,0,0,0,1
28_20241127,1,1,1,0,0,0,1
28_20241211,1,1,1,0,0,0,1
28_20240715,1,0,1,0,1,1,0
28_20240523,0,0,0,1,0,0,0
28_20241031,0,0,0,1,0,0,0
28_20241107,0,0,0,1,0,0,0
28_20240707,1,1,1,0,0,0,1
28_20240623,1,1,1,0,0,0,1
28_20240731,1,0,1,0,1,1,0
28_20240723,0,1,0,1,0,0,0
28_20240815,0,1,0,1,0,0,0
28_20240807,1,0,1,0,1,1,0
28_20240608,0,0,0,0,1,1,0
28_20240824,1,0,1,0,1,1,0
28_20241116,0,0,0,0,1,1,0
28_20240918,1,1,1,0,0,0,1
28_20240714,1,1,1,0,0,0,1
28_20240606,0,0,0,1,0,0,0
28_20240722,1,0,1,0,1,1,0
28_20240730,0,1,0,1,0,0,0
28_20240630,1,1,1,0,0,0,1
28_20240522,1,1,1,0,0,0,1
28_20240530,0,0,0,1,0,0,0
28_20240806,0,1,0,1,0,0,0
28_20241114,0,0,0,1,0,0,0
28_20240822,0,1,0,1,0,0,0
28_20240615,0,0,0,0,1,1,0
28_20240831,1,0,1,0,1,1,0
28_20240907,1,0,1,0,1,1,0
28_20241123,0,0,0,0,1,1,0
28_20241207,0,0,0,0,1,1,0
28_20240925,1,1,1,0,0,0,1
28_20241009,1,1,1,0,0,0,1
28_20241002,1,1,1,0,0,0,1
28_20240829,0,1,0,1,0,0,0
28_20240805,1,0,1,0,1,1,0
28_20240613,0,0,0,1,0,0,0
28_20240729,1,0,1,0,1,1,0
28_20240605,1,1,1,0,0,0,1
28_20240529,1,1,1,0,0,0,1
28_20240521,0,1,0,0,0,0,0
28_20240905,0,1,0,1,0,0,0
28_20241121,0,0,0,1,0,0,0
28_20241205,0,0,0,1,0,0,0
28_20240721,1,1,1,0,0,0,1
28_20241130,0,0,0,0,1,1,0
28_20241214,0,0,0,0,1,1,0
28_20240622,0,0,0,0,1,1,0
28_20240706,1,0,1,0,1,1,0
28_20240914,1,0,1,0,1,1,0
28_20240508,1,1,1,0,0,0,1
28_20241016,1,1,1,0,0,0,1
28_20240501,1,1,1,0,0,0,1
28_20240704,0,1,0,1,0,0,0
28_20240528,0,1,0,0,0,0,0
28_20240604,0,1,0,0,0,0,0
28_20240728,1,1,1,0,0,0,1
28_20240612,1,1,1,0,0,0,1
28_20240620,0,0,0,1,0,0,0
28_20240804,1,1,1,0,0,0,1
28_20240912,0,1,0,1,0,0,0
28_20241128,0,0,0,1,0,0,0
28_20241212,0,0,0,1,0,0,0
28_20240629,1,0,1,0,1,1,0
28_20240713,1,0,1,0,1,1,0
28_20240921,1,0,1,0,1,1,0
28_20241005,1,0,1,0,1,1,0
28_20240515,1,1,1,0,0,0,1
28_20241023,1,1,1,0,0,0,1
